"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2020-11-16","1","240","10","0.041666666666666664","0","1","2","1","1","0","3","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-17","9","1885","109","0.05782493368700265","2","6","6","1","2","1","21","0","0","0","0","0","0","70","70","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-18","2","2036","87","0.04273084479371316","0","2","13","5","14","0","20","0","0","0","0","0","0","33","33","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-19","2","643","14","0.02177293934681182","0","1","3","0","4","0","4","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-20","9","2215","45","0.020316027088036117","3","3","7","1","3","2","16","0","0","0","0","0","0","10","10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-21","4","1446","28","0.019363762102351315","0","4","2","3","2","0","10","0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-22","9","1507","68","0.0451227604512276","2","8","13","1","2","1","22","0","0","0","0","0","0","19","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-23","5","1547","33","0.021331609566903685","3","3","3","1","2","0","6","0","0","0","0","0","0","15","15","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-24","5","1338","35","0.026158445440956652","0","2","6","1","3","0","6","0","0","0","0","0","0","17","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-25","3","1006","21","0.020874751491053677","1","1","5","2","3","1","6","0","0","0","1","0","0","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-26","0","382","3","0.007853403141361256","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-27","11","3614","186","0.051466519092418374","4","9","20","20","5","0","87","0","0","0","0","0","0","41","41","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-28","4","2939","91","0.030962912555290916","6","1","14","8","2","1","40","0","0","0","0","0","0","19","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-29","2","1111","53","0.04770477047704771","2","2","5","5","6","0","24","0","0","0","0","0","0","9","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-11-30","9","1047","45","0.04297994269340974","1","6","9","1","3","0","22","0","0","0","0","0","0","3","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
