"Date","Tweets published","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"2020-09-11","1","464","23","0.04956896551724138","5","1","3","0","0","0","8","0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-12","1","290","3","0.010344827586206896","0","0","1","0","0","0","0","0","0","0","0","0","0","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-13","8","4612","335","0.07263660017346053","2","7","21","2","3","5","105","0","0","0","0","0","0","190","190","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-14","1","1260","48","0.0380952380952381","3","1","8","3","0","1","8","0","0","0","0","0","0","24","24","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-15","3","1044","43","0.04118773946360153","2","1","6","5","4","1","13","0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-16","3","1613","66","0.04091754494730316","3","2","10","3","0","0","13","0","0","0","0","0","0","35","35","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-17","3","759","23","0.030303030303030304","1","3","7","1","0","0","5","0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-18","2","552","32","0.057971014492753624","1","3","6","1","0","0","10","0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-19","2","439","17","0.0387243735763098","2","2","4","0","0","0","5","0","0","0","0","0","0","4","4","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-20","1","418","17","0.04066985645933014","0","1","6","0","1","0","3","0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-21","1","450","24","0.05333333333333334","1","1","5","2","0","0","4","0","0","0","0","0","0","11","11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-22","1","3071","145","0.047215890589384565","3","1","8","2","1","0","28","0","0","0","0","0","0","102","102","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-23","2","617","47","0.07617504051863858","0","2","9","0","2","0","9","0","0","0","0","0","0","25","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-24","8","3249","163","0.050169282856263465","12","7","22","2","4","1","31","0","0","0","0","0","0","84","84","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-25","4","4234","273","0.06447803495512518","2","1","30","5","24","1","83","0","0","0","0","0","0","127","127","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-26","1","804","44","0.05472636815920398","0","1","5","5","5","1","10","0","0","0","0","0","0","17","17","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-27","3","637","17","0.026687598116169546","1","0","7","0","0","0","4","0","0","0","0","0","0","5","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-28","1","675","13","0.01925925925925926","0","1","3","0","0","0","3","0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-29","4","681","33","0.048458149779735685","1","4","14","2","3","0","3","0","0","0","0","0","0","8","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2020-09-30","4","837","31","0.037037037037037035","3","1","6","0","5","0","9","0","0","0","0","0","0","7","7","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
